"","item1","item2","correlation"
"4771","complaints","leading",-0.0454545454545454
"4772","losses","leading",-0.0454545454545454
"4773","smarter","leading",-0.0454545454545454
"4774","awarded","leading",-0.0454545454545454
"4775","pure","leading",-0.0454545454545454
"4776","recommendations","leading",-0.0454545454545454
"4777","volatile","leading",-0.0454545454545454
"4778","valor","leading",-0.0454545454545454
"4779","attentive","leading",-0.0454545454545454
"4780","innovation","leading",-0.0454545454545454
"4781","reliable","leading",-0.0454545454545454
"4782","accomplish","leading",-0.0454545454545454
"4783","intelligent","leading",-0.0454545454545454
"4784","leverage","leading",-0.0454545454545454
"4785","positive","leading",-0.0454545454545454
"4786","work","leading",-0.0454545454545454
"4787","limitation","leading",-0.0454545454545454
"4788","subjected","encouraging",-0.0454545454545454
"4789","smart","encouraging",-0.0454545454545454
"4790","reasonably","encouraging",-0.0454545454545454
"4791","solid","encouraging",-0.0454545454545454
"4792","threats","encouraging",-0.0454545454545454
"4793","great","encouraging",-0.0454545454545454
"4794","love","encouraging",-0.0454545454545454
"4795","patriot","encouraging",-0.0454545454545454
"4796","regal","encouraging",-0.0454545454545454
"4797","top","encouraging",-0.0454545454545454
"4798","loss","encouraging",-0.0454545454545454
"4799","significant","encouraging",-0.0454545454545454
"4800","benefits","encouraging",-0.0454545454545454
"4801","capability","encouraging",-0.0454545454545454
"4802","continuity","encouraging",-0.0454545454545454
"4803","economical","encouraging",-0.0454545454545454
"4804","effective","encouraging",-0.0454545454545454
"4805","interests","encouraging",-0.0454545454545454
"4806","reputation","encouraging",-0.0454545454545454
"4807","successfully","encouraging",-0.0454545454545454
"4808","variety","encouraging",-0.0454545454545454
"4809","waste","encouraging",-0.0454545454545454
"4810","respect","encouraging",-0.0454545454545454
"4811","confidence","encouraging",-0.0454545454545454
"4812","covenant","encouraging",-0.0454545454545454
"4813","improvement","encouraging",-0.0454545454545454
"4814","transparent","encouraging",-0.0454545454545454
"4815","trust","encouraging",-0.0454545454545454
"4816","best","encouraging",-0.0454545454545454
"4817","gold","encouraging",-0.0454545454545454
"4818","guarantee","encouraging",-0.0454545454545454
"4819","majesty","encouraging",-0.0454545454545454
"4820","accessible","encouraging",-0.0454545454545454
"4821","concise","encouraging",-0.0454545454545454
"4822","facilitate","encouraging",-0.0454545454545454
"4823","greatest","encouraging",-0.0454545454545454
"4824","impaired","encouraging",-0.0454545454545454
"4825","success","encouraging",-0.0454545454545454
"4826","encourage","encouraging",-0.0454545454545454
"4827","favor","encouraging",-0.0454545454545454
"4828","damage","encouraging",-0.0454545454545454
"4829","liable","encouraging",-0.0454545454545454
"4830","supple","encouraging",-0.0454545454545454
"4831","lead","encouraging",-0.0454545454545454
"4832","keen","encouraging",-0.0454545454545454
"4833","vice","encouraging",-0.0454545454545454
"4834","competitive","encouraging",-0.0454545454545454
"4835","complaints","encouraging",-0.0454545454545454
"4836","losses","encouraging",-0.0454545454545454
"4837","smarter","encouraging",-0.0454545454545454
"4838","awarded","encouraging",-0.0454545454545454
"4839","pure","encouraging",-0.0454545454545454
"4840","recommendations","encouraging",-0.0454545454545454
"4841","volatile","encouraging",-0.0454545454545454
"4842","valor","encouraging",-0.0454545454545454
"4843","attentive","encouraging",-0.0454545454545454
"4844","innovation","encouraging",-0.0454545454545454
"4845","reliable","encouraging",-0.0454545454545454
"4846","accomplish","encouraging",-0.0454545454545454
"4847","intelligent","encouraging",-0.0454545454545454
"4848","leverage","encouraging",-0.0454545454545454
"4849","positive","encouraging",-0.0454545454545454
"4850","work","encouraging",-0.0454545454545454
"4851","limitation","encouraging",-0.0454545454545454
"4852","subjected","guidance",-0.0454545454545454
"4853","smart","guidance",-0.0454545454545454
"4854","reasonably","guidance",-0.0454545454545454
"4855","solid","guidance",-0.0454545454545454
"4856","threats","guidance",-0.0454545454545454
"4857","great","guidance",-0.0454545454545454
"4858","love","guidance",-0.0454545454545454
"4859","patriot","guidance",-0.0454545454545454
"4860","regal","guidance",-0.0454545454545454
"4861","top","guidance",-0.0454545454545454
"4862","loss","guidance",-0.0454545454545454
"4863","significant","guidance",-0.0454545454545454
"4864","benefits","guidance",-0.0454545454545454
"4865","capability","guidance",-0.0454545454545454
"4866","continuity","guidance",-0.0454545454545454
"4867","economical","guidance",-0.0454545454545454
"4868","effective","guidance",-0.0454545454545454
"4869","interests","guidance",-0.0454545454545454
"4870","reputation","guidance",-0.0454545454545454
"4871","successfully","guidance",-0.0454545454545454
"4872","variety","guidance",-0.0454545454545454
"4873","waste","guidance",-0.0454545454545454
"4874","respect","guidance",-0.0454545454545454
"4875","confidence","guidance",-0.0454545454545454
"4876","covenant","guidance",-0.0454545454545454
"4877","improvement","guidance",-0.0454545454545454
"4878","transparent","guidance",-0.0454545454545454
"4879","trust","guidance",-0.0454545454545454
"4880","best","guidance",-0.0454545454545454
"4881","gold","guidance",-0.0454545454545454
"4882","guarantee","guidance",-0.0454545454545454
"4883","majesty","guidance",-0.0454545454545454
"4884","accessible","guidance",-0.0454545454545454
"4885","concise","guidance",-0.0454545454545454
"4886","facilitate","guidance",-0.0454545454545454
"4887","greatest","guidance",-0.0454545454545454
"4888","impaired","guidance",-0.0454545454545454
"4889","success","guidance",-0.0454545454545454
"4890","encourage","guidance",-0.0454545454545454
"4891","favor","guidance",-0.0454545454545454
"4892","damage","guidance",-0.0454545454545454
"4893","liable","guidance",-0.0454545454545454
"4894","supple","guidance",-0.0454545454545454
"4895","lead","guidance",-0.0454545454545454
"4896","keen","guidance",-0.0454545454545454
"4897","vice","guidance",-0.0454545454545454
"4898","competitive","guidance",-0.0454545454545454
"4899","complaints","guidance",-0.0454545454545454
"4900","losses","guidance",-0.0454545454545454
"4901","smarter","guidance",-0.0454545454545454
"4902","awarded","guidance",-0.0454545454545454
"4903","pure","guidance",-0.0454545454545454
"4904","recommendations","guidance",-0.0454545454545454
"4905","volatile","guidance",-0.0454545454545454
"4906","valor","guidance",-0.0454545454545454
"4907","attentive","guidance",-0.0454545454545454
"4908","innovation","guidance",-0.0454545454545454
"4909","reliable","guidance",-0.0454545454545454
"4910","accomplish","guidance",-0.0454545454545454
"4911","intelligent","guidance",-0.0454545454545454
"4912","leverage","guidance",-0.0454545454545454
"4913","positive","guidance",-0.0454545454545454
"4914","work","guidance",-0.0454545454545454
"4915","limitation","guidance",-0.0454545454545454
"4916","subjected","supporting",-0.0454545454545454
"4917","smart","supporting",-0.0454545454545454
"4918","reasonably","supporting",-0.0454545454545454
"4919","solid","supporting",-0.0454545454545454
"4920","threats","supporting",-0.0454545454545454
"4921","great","supporting",-0.0454545454545454
"4922","love","supporting",-0.0454545454545454
"4923","patriot","supporting",-0.0454545454545454
"4924","regal","supporting",-0.0454545454545454
"4925","top","supporting",-0.0454545454545454
"4926","loss","supporting",-0.0454545454545454
"4927","significant","supporting",-0.0454545454545454
"4928","benefits","supporting",-0.0454545454545454
"4929","capability","supporting",-0.0454545454545454
"4930","continuity","supporting",-0.0454545454545454
"4931","economical","supporting",-0.0454545454545454
"4932","effective","supporting",-0.0454545454545454
"4933","interests","supporting",-0.0454545454545454
"4934","reputation","supporting",-0.0454545454545454
"4935","successfully","supporting",-0.0454545454545454
"4936","variety","supporting",-0.0454545454545454
"4937","waste","supporting",-0.0454545454545454
"4938","respect","supporting",-0.0454545454545454
"4939","confidence","supporting",-0.0454545454545454
"4940","covenant","supporting",-0.0454545454545454
"4941","improvement","supporting",-0.0454545454545454
"4942","transparent","supporting",-0.0454545454545454
"4943","trust","supporting",-0.0454545454545454
"4944","best","supporting",-0.0454545454545454
"4945","gold","supporting",-0.0454545454545454
"4946","guarantee","supporting",-0.0454545454545454
"4947","majesty","supporting",-0.0454545454545454
"4948","accessible","supporting",-0.0454545454545454
"4949","concise","supporting",-0.0454545454545454
"4950","facilitate","supporting",-0.0454545454545454
"4951","greatest","supporting",-0.0454545454545454
"4952","impaired","supporting",-0.0454545454545454
"4953","success","supporting",-0.0454545454545454
"4954","encourage","supporting",-0.0454545454545454
"4955","favor","supporting",-0.0454545454545454
"4956","damage","supporting",-0.0454545454545454
"4957","liable","supporting",-0.0454545454545454
"4958","supple","supporting",-0.0454545454545454
"4959","lead","supporting",-0.0454545454545454
"4960","keen","supporting",-0.0454545454545454
"4961","vice","supporting",-0.0454545454545454
"4962","competitive","supporting",-0.0454545454545454
"4963","complaints","supporting",-0.0454545454545454
"4964","losses","supporting",-0.0454545454545454
"4965","smarter","supporting",-0.0454545454545454
"4966","awarded","supporting",-0.0454545454545454
"4967","pure","supporting",-0.0454545454545454
"4968","recommendations","supporting",-0.0454545454545454
"4969","volatile","supporting",-0.0454545454545454
"4970","valor","supporting",-0.0454545454545454
"4971","attentive","supporting",-0.0454545454545454
"4972","innovation","supporting",-0.0454545454545454
"4973","reliable","supporting",-0.0454545454545454
"4974","accomplish","supporting",-0.0454545454545454
"4975","intelligent","supporting",-0.0454545454545454
"4976","leverage","supporting",-0.0454545454545454
"4977","positive","supporting",-0.0454545454545454
"4978","work","supporting",-0.0454545454545454
"4979","limitation","supporting",-0.0454545454545454
"4980","subjected","keen",-0.0454545454545454
"4981","smart","keen",-0.0454545454545454
"4982","reasonably","keen",-0.0454545454545454
"4983","solid","keen",-0.0454545454545454
"4984","threats","keen",-0.0454545454545454
"4985","great","keen",-0.0454545454545454
"4986","love","keen",-0.0454545454545454
"4987","patriot","keen",-0.0454545454545454
"4988","regal","keen",-0.0454545454545454
"4989","top","keen",-0.0454545454545454
"4990","loss","keen",-0.0454545454545454
"4991","significant","keen",-0.0454545454545454
"4992","benefits","keen",-0.0454545454545454
"4993","capability","keen",-0.0454545454545454
"4994","continuity","keen",-0.0454545454545454
"4995","economical","keen",-0.0454545454545454
"4996","effective","keen",-0.0454545454545454
"4997","interests","keen",-0.0454545454545454
"4998","reputation","keen",-0.0454545454545454
"4999","successfully","keen",-0.0454545454545454
"5000","variety","keen",-0.0454545454545454
"5001","waste","keen",-0.0454545454545454
"5002","respect","keen",-0.0454545454545454
"5003","confidence","keen",-0.0454545454545454
"5004","covenant","keen",-0.0454545454545454
"5005","improvement","keen",-0.0454545454545454
"5006","transparent","keen",-0.0454545454545454
"5007","trust","keen",-0.0454545454545454
"5008","best","keen",-0.0454545454545454
"5009","gold","keen",-0.0454545454545454
"5010","guarantee","keen",-0.0454545454545454
"5011","majesty","keen",-0.0454545454545454
"5012","accessible","keen",-0.0454545454545454
"5013","concise","keen",-0.0454545454545454
"5014","facilitate","keen",-0.0454545454545454
"5015","greatest","keen",-0.0454545454545454
"5016","impaired","keen",-0.0454545454545454
"5017","success","keen",-0.0454545454545454
"5018","encourage","keen",-0.0454545454545454
"5019","favor","keen",-0.0454545454545454
"5020","damage","keen",-0.0454545454545454
"5021","liable","keen",-0.0454545454545454
"5022","supple","keen",-0.0454545454545454
"5023","lead","keen",-0.0454545454545454
"5024","fair","keen",-0.0454545454545454
"5025","leading","keen",-0.0454545454545454
"5026","encouraging","keen",-0.0454545454545454
"5027","guidance","keen",-0.0454545454545454
"5028","supporting","keen",-0.0454545454545454
"5029","vice","keen",-0.0454545454545454
"5030","competitive","keen",-0.0454545454545454
"5031","complaints","keen",-0.0454545454545454
"5032","losses","keen",-0.0454545454545454
"5033","smarter","keen",-0.0454545454545454
"5034","awarded","keen",-0.0454545454545454
"5035","pure","keen",-0.0454545454545454
"5036","recommendations","keen",-0.0454545454545454
"5037","volatile","keen",-0.0454545454545454
"5038","valor","keen",-0.0454545454545454
"5039","attentive","keen",-0.0454545454545454
"5040","innovation","keen",-0.0454545454545454
"5041","reliable","keen",-0.0454545454545454
"5042","accomplish","keen",-0.0454545454545454
"5043","intelligent","keen",-0.0454545454545454
"5044","leverage","keen",-0.0454545454545454
"5045","positive","keen",-0.0454545454545454
"5046","work","keen",-0.0454545454545454
"5047","limitation","keen",-0.0454545454545454
"5048","subjected","vice",-0.0454545454545454
"5049","smart","vice",-0.0454545454545454
"5050","reasonably","vice",-0.0454545454545454
"5051","solid","vice",-0.0454545454545454
"5052","threats","vice",-0.0454545454545454
"5053","great","vice",-0.0454545454545454
"5054","love","vice",-0.0454545454545454
"5055","patriot","vice",-0.0454545454545454
"5056","regal","vice",-0.0454545454545454
"5057","top","vice",-0.0454545454545454
"5058","loss","vice",-0.0454545454545454
"5059","significant","vice",-0.0454545454545454
"5060","benefits","vice",-0.0454545454545454
"5061","capability","vice",-0.0454545454545454
"5062","continuity","vice",-0.0454545454545454
"5063","economical","vice",-0.0454545454545454
"5064","effective","vice",-0.0454545454545454
"5065","interests","vice",-0.0454545454545454
"5066","reputation","vice",-0.0454545454545454
"5067","successfully","vice",-0.0454545454545454
"5068","variety","vice",-0.0454545454545454
"5069","waste","vice",-0.0454545454545454
"5070","respect","vice",-0.0454545454545454
"5071","confidence","vice",-0.0454545454545454
"5072","covenant","vice",-0.0454545454545454
"5073","improvement","vice",-0.0454545454545454
"5074","transparent","vice",-0.0454545454545454
"5075","trust","vice",-0.0454545454545454
"5076","best","vice",-0.0454545454545454
"5077","gold","vice",-0.0454545454545454
"5078","guarantee","vice",-0.0454545454545454
"5079","majesty","vice",-0.0454545454545454
"5080","accessible","vice",-0.0454545454545454
"5081","concise","vice",-0.0454545454545454
"5082","facilitate","vice",-0.0454545454545454
"5083","greatest","vice",-0.0454545454545454
"5084","impaired","vice",-0.0454545454545454
"5085","success","vice",-0.0454545454545454
"5086","encourage","vice",-0.0454545454545454
"5087","favor","vice",-0.0454545454545454
"5088","damage","vice",-0.0454545454545454
"5089","liable","vice",-0.0454545454545454
"5090","supple","vice",-0.0454545454545454
"5091","lead","vice",-0.0454545454545454
"5092","fair","vice",-0.0454545454545454
"5093","leading","vice",-0.0454545454545454
"5094","encouraging","vice",-0.0454545454545454
"5095","guidance","vice",-0.0454545454545454
"5096","supporting","vice",-0.0454545454545454
"5097","keen","vice",-0.0454545454545454
"5098","competitive","vice",-0.0454545454545454
"5099","complaints","vice",-0.0454545454545454
"5100","losses","vice",-0.0454545454545454
"5101","smarter","vice",-0.0454545454545454
"5102","awarded","vice",-0.0454545454545454
"5103","pure","vice",-0.0454545454545454
"5104","recommendations","vice",-0.0454545454545454
"5105","volatile","vice",-0.0454545454545454
"5106","valor","vice",-0.0454545454545454
"5107","attentive","vice",-0.0454545454545454
"5108","innovation","vice",-0.0454545454545454
"5109","reliable","vice",-0.0454545454545454
"5110","accomplish","vice",-0.0454545454545454
"5111","intelligent","vice",-0.0454545454545454
"5112","leverage","vice",-0.0454545454545454
"5113","positive","vice",-0.0454545454545454
"5114","work","vice",-0.0454545454545454
"5115","limitation","vice",-0.0454545454545454
"5116","smart","competitive",-0.0454545454545454
"5117","reasonably","competitive",-0.0454545454545454
"5118","solid","competitive",-0.0454545454545454
"5119","threats","competitive",-0.0454545454545454
"5120","great","competitive",-0.0454545454545454
"5121","love","competitive",-0.0454545454545454
"5122","patriot","competitive",-0.0454545454545454
"5123","regal","competitive",-0.0454545454545454
"5124","top","competitive",-0.0454545454545454
"5125","loss","competitive",-0.0454545454545454
"5126","benefits","competitive",-0.0454545454545454
"5127","capability","competitive",-0.0454545454545454
"5128","continuity","competitive",-0.0454545454545454
"5129","economical","competitive",-0.0454545454545454
"5130","effective","competitive",-0.0454545454545454
"5131","interests","competitive",-0.0454545454545454
"5132","reputation","competitive",-0.0454545454545454
"5133","successfully","competitive",-0.0454545454545454
"5134","variety","competitive",-0.0454545454545454
"5135","waste","competitive",-0.0454545454545454
"5136","respect","competitive",-0.0454545454545454
"5137","confidence","competitive",-0.0454545454545454
"5138","covenant","competitive",-0.0454545454545454
"5139","improvement","competitive",-0.0454545454545454
"5140","transparent","competitive",-0.0454545454545454
"5141","trust","competitive",-0.0454545454545454
"5142","best","competitive",-0.0454545454545454
"5143","gold","competitive",-0.0454545454545454
"5144","guarantee","competitive",-0.0454545454545454
"5145","majesty","competitive",-0.0454545454545454
"5146","accessible","competitive",-0.0454545454545454
"5147","concise","competitive",-0.0454545454545454
"5148","facilitate","competitive",-0.0454545454545454
"5149","greatest","competitive",-0.0454545454545454
"5150","impaired","competitive",-0.0454545454545454
"5151","success","competitive",-0.0454545454545454
"5152","encourage","competitive",-0.0454545454545454
"5153","favor","competitive",-0.0454545454545454
"5154","damage","competitive",-0.0454545454545454
"5155","liable","competitive",-0.0454545454545454
"5156","supple","competitive",-0.0454545454545454
"5157","lead","competitive",-0.0454545454545454
"5158","fair","competitive",-0.0454545454545454
"5159","leading","competitive",-0.0454545454545454
"5160","encouraging","competitive",-0.0454545454545454
"5161","guidance","competitive",-0.0454545454545454
"5162","supporting","competitive",-0.0454545454545454
"5163","keen","competitive",-0.0454545454545454
"5164","vice","competitive",-0.0454545454545454
"5165","smarter","competitive",-0.0454545454545454
"5166","awarded","competitive",-0.0454545454545454
"5167","pure","competitive",-0.0454545454545454
"5168","recommendations","competitive",-0.0454545454545454
"5169","volatile","competitive",-0.0454545454545454
"5170","valor","competitive",-0.0454545454545454
"5171","attentive","competitive",-0.0454545454545454
"5172","innovation","competitive",-0.0454545454545454
"5173","reliable","competitive",-0.0454545454545454
"5174","accomplish","competitive",-0.0454545454545454
"5175","intelligent","competitive",-0.0454545454545454
"5176","leverage","competitive",-0.0454545454545454
"5177","positive","competitive",-0.0454545454545454
"5178","work","competitive",-0.0454545454545454
"5179","limitation","competitive",-0.0454545454545454
"5180","smart","complaints",-0.0454545454545454
"5181","reasonably","complaints",-0.0454545454545454
"5182","solid","complaints",-0.0454545454545454
"5183","threats","complaints",-0.0454545454545454
"5184","great","complaints",-0.0454545454545454
"5185","love","complaints",-0.0454545454545454
"5186","patriot","complaints",-0.0454545454545454
"5187","regal","complaints",-0.0454545454545454
"5188","top","complaints",-0.0454545454545454
"5189","loss","complaints",-0.0454545454545454
"5190","benefits","complaints",-0.0454545454545454
"5191","capability","complaints",-0.0454545454545454
"5192","continuity","complaints",-0.0454545454545454
"5193","economical","complaints",-0.0454545454545454
"5194","effective","complaints",-0.0454545454545454
"5195","interests","complaints",-0.0454545454545454
"5196","reputation","complaints",-0.0454545454545454
"5197","successfully","complaints",-0.0454545454545454
"5198","variety","complaints",-0.0454545454545454
"5199","waste","complaints",-0.0454545454545454
"5200","respect","complaints",-0.0454545454545454
"5201","confidence","complaints",-0.0454545454545454
"5202","covenant","complaints",-0.0454545454545454
"5203","improvement","complaints",-0.0454545454545454
"5204","transparent","complaints",-0.0454545454545454
"5205","trust","complaints",-0.0454545454545454
"5206","best","complaints",-0.0454545454545454
"5207","gold","complaints",-0.0454545454545454
"5208","guarantee","complaints",-0.0454545454545454
"5209","majesty","complaints",-0.0454545454545454
"5210","accessible","complaints",-0.0454545454545454
"5211","concise","complaints",-0.0454545454545454
"5212","facilitate","complaints",-0.0454545454545454
"5213","greatest","complaints",-0.0454545454545454
"5214","impaired","complaints",-0.0454545454545454
"5215","success","complaints",-0.0454545454545454
"5216","encourage","complaints",-0.0454545454545454
"5217","favor","complaints",-0.0454545454545454
"5218","damage","complaints",-0.0454545454545454
"5219","liable","complaints",-0.0454545454545454
"5220","supple","complaints",-0.0454545454545454
"5221","lead","complaints",-0.0454545454545454
"5222","fair","complaints",-0.0454545454545454
"5223","leading","complaints",-0.0454545454545454
"5224","encouraging","complaints",-0.0454545454545454
"5225","guidance","complaints",-0.0454545454545454
"5226","supporting","complaints",-0.0454545454545454
"5227","keen","complaints",-0.0454545454545454
"5228","vice","complaints",-0.0454545454545454
"5229","smarter","complaints",-0.0454545454545454
"5230","awarded","complaints",-0.0454545454545454
"5231","pure","complaints",-0.0454545454545454
"5232","recommendations","complaints",-0.0454545454545454
"5233","volatile","complaints",-0.0454545454545454
"5234","valor","complaints",-0.0454545454545454
"5235","attentive","complaints",-0.0454545454545454
"5236","innovation","complaints",-0.0454545454545454
"5237","reliable","complaints",-0.0454545454545454
"5238","accomplish","complaints",-0.0454545454545454
"5239","intelligent","complaints",-0.0454545454545454
"5240","leverage","complaints",-0.0454545454545454
"5241","positive","complaints",-0.0454545454545454
"5242","work","complaints",-0.0454545454545454
"5243","limitation","complaints",-0.0454545454545454
"5244","smart","losses",-0.0454545454545454
"5245","reasonably","losses",-0.0454545454545454
"5246","solid","losses",-0.0454545454545454
"5247","threats","losses",-0.0454545454545454
"5248","great","losses",-0.0454545454545454
"5249","love","losses",-0.0454545454545454
"5250","patriot","losses",-0.0454545454545454
"5251","regal","losses",-0.0454545454545454
"5252","top","losses",-0.0454545454545454
"5253","loss","losses",-0.0454545454545454
"5254","benefits","losses",-0.0454545454545454
"5255","capability","losses",-0.0454545454545454
"5256","continuity","losses",-0.0454545454545454
"5257","economical","losses",-0.0454545454545454
"5258","effective","losses",-0.0454545454545454
"5259","interests","losses",-0.0454545454545454
"5260","reputation","losses",-0.0454545454545454
"5261","successfully","losses",-0.0454545454545454
"5262","variety","losses",-0.0454545454545454
"5263","waste","losses",-0.0454545454545454
"5264","respect","losses",-0.0454545454545454
"5265","confidence","losses",-0.0454545454545454
"5266","covenant","losses",-0.0454545454545454
"5267","improvement","losses",-0.0454545454545454
"5268","transparent","losses",-0.0454545454545454
"5269","trust","losses",-0.0454545454545454
"5270","best","losses",-0.0454545454545454
"5271","gold","losses",-0.0454545454545454
"5272","guarantee","losses",-0.0454545454545454
"5273","majesty","losses",-0.0454545454545454
"5274","accessible","losses",-0.0454545454545454
"5275","concise","losses",-0.0454545454545454
"5276","facilitate","losses",-0.0454545454545454
"5277","greatest","losses",-0.0454545454545454
"5278","impaired","losses",-0.0454545454545454
"5279","success","losses",-0.0454545454545454
"5280","encourage","losses",-0.0454545454545454
"5281","favor","losses",-0.0454545454545454
"5282","damage","losses",-0.0454545454545454
"5283","liable","losses",-0.0454545454545454
"5284","supple","losses",-0.0454545454545454
"5285","lead","losses",-0.0454545454545454
"5286","fair","losses",-0.0454545454545454
"5287","leading","losses",-0.0454545454545454
"5288","encouraging","losses",-0.0454545454545454
"5289","guidance","losses",-0.0454545454545454
"5290","supporting","losses",-0.0454545454545454
"5291","keen","losses",-0.0454545454545454
"5292","vice","losses",-0.0454545454545454
"5293","smarter","losses",-0.0454545454545454
"5294","awarded","losses",-0.0454545454545454
"5295","pure","losses",-0.0454545454545454
"5296","recommendations","losses",-0.0454545454545454
"5297","volatile","losses",-0.0454545454545454
"5298","valor","losses",-0.0454545454545454
"5299","attentive","losses",-0.0454545454545454
"5300","innovation","losses",-0.0454545454545454
"5301","reliable","losses",-0.0454545454545454
"5302","accomplish","losses",-0.0454545454545454
"5303","intelligent","losses",-0.0454545454545454
"5304","leverage","losses",-0.0454545454545454
"5305","positive","losses",-0.0454545454545454
"5306","work","losses",-0.0454545454545454
"5307","limitation","losses",-0.0454545454545454
"5308","subjected","smarter",-0.0454545454545454
"5309","reasonably","smarter",-0.0454545454545454
"5310","solid","smarter",-0.0454545454545454
"5311","threats","smarter",-0.0454545454545454
"5312","great","smarter",-0.0454545454545454
"5313","love","smarter",-0.0454545454545454
"5314","patriot","smarter",-0.0454545454545454
"5315","regal","smarter",-0.0454545454545454
"5316","top","smarter",-0.0454545454545454
"5317","loss","smarter",-0.0454545454545454
"5318","significant","smarter",-0.0454545454545454
"5319","benefits","smarter",-0.0454545454545454
"5320","capability","smarter",-0.0454545454545454
"5321","continuity","smarter",-0.0454545454545454
"5322","economical","smarter",-0.0454545454545454
"5323","effective","smarter",-0.0454545454545454
"5324","interests","smarter",-0.0454545454545454
"5325","reputation","smarter",-0.0454545454545454
"5326","successfully","smarter",-0.0454545454545454
"5327","variety","smarter",-0.0454545454545454
"5328","waste","smarter",-0.0454545454545454
"5329","respect","smarter",-0.0454545454545454
"5330","confidence","smarter",-0.0454545454545454
"5331","covenant","smarter",-0.0454545454545454
"5332","improvement","smarter",-0.0454545454545454
"5333","transparent","smarter",-0.0454545454545454
"5334","trust","smarter",-0.0454545454545454
"5335","best","smarter",-0.0454545454545454
"5336","gold","smarter",-0.0454545454545454
"5337","guarantee","smarter",-0.0454545454545454
"5338","majesty","smarter",-0.0454545454545454
"5339","accessible","smarter",-0.0454545454545454
"5340","concise","smarter",-0.0454545454545454
"5341","facilitate","smarter",-0.0454545454545454
"5342","greatest","smarter",-0.0454545454545454
"5343","impaired","smarter",-0.0454545454545454
"5344","success","smarter",-0.0454545454545454
"5345","encourage","smarter",-0.0454545454545454
"5346","favor","smarter",-0.0454545454545454
"5347","damage","smarter",-0.0454545454545454
"5348","liable","smarter",-0.0454545454545454
"5349","supple","smarter",-0.0454545454545454
"5350","lead","smarter",-0.0454545454545454
"5351","fair","smarter",-0.0454545454545454
"5352","leading","smarter",-0.0454545454545454
"5353","encouraging","smarter",-0.0454545454545454
"5354","guidance","smarter",-0.0454545454545454
"5355","supporting","smarter",-0.0454545454545454
"5356","keen","smarter",-0.0454545454545454
"5357","vice","smarter",-0.0454545454545454
"5358","competitive","smarter",-0.0454545454545454
"5359","complaints","smarter",-0.0454545454545454
"5360","losses","smarter",-0.0454545454545454
"5361","awarded","smarter",-0.0454545454545454
"5362","pure","smarter",-0.0454545454545454
"5363","recommendations","smarter",-0.0454545454545454
"5364","volatile","smarter",-0.0454545454545454
"5365","valor","smarter",-0.0454545454545454
"5366","attentive","smarter",-0.0454545454545454
"5367","innovation","smarter",-0.0454545454545454
"5368","reliable","smarter",-0.0454545454545454
"5369","accomplish","smarter",-0.0454545454545454
"5370","intelligent","smarter",-0.0454545454545454
"5371","leverage","smarter",-0.0454545454545454
"5372","positive","smarter",-0.0454545454545454
"5373","work","smarter",-0.0454545454545454
"5374","limitation","smarter",-0.0454545454545454
"5375","subjected","awarded",-0.0454545454545454
"5376","smart","awarded",-0.0454545454545454
"5377","reasonably","awarded",-0.0454545454545454
"5378","solid","awarded",-0.0454545454545454
"5379","threats","awarded",-0.0454545454545454
"5380","great","awarded",-0.0454545454545454
"5381","love","awarded",-0.0454545454545454
"5382","patriot","awarded",-0.0454545454545454
"5383","regal","awarded",-0.0454545454545454
"5384","top","awarded",-0.0454545454545454
"5385","loss","awarded",-0.0454545454545454
"5386","significant","awarded",-0.0454545454545454
"5387","benefits","awarded",-0.0454545454545454
"5388","capability","awarded",-0.0454545454545454
"5389","continuity","awarded",-0.0454545454545454
"5390","economical","awarded",-0.0454545454545454
"5391","effective","awarded",-0.0454545454545454
"5392","interests","awarded",-0.0454545454545454
"5393","reputation","awarded",-0.0454545454545454
"5394","successfully","awarded",-0.0454545454545454
"5395","variety","awarded",-0.0454545454545454
"5396","waste","awarded",-0.0454545454545454
"5397","respect","awarded",-0.0454545454545454
"5398","confidence","awarded",-0.0454545454545454
"5399","covenant","awarded",-0.0454545454545454
"5400","improvement","awarded",-0.0454545454545454
"5401","transparent","awarded",-0.0454545454545454
"5402","trust","awarded",-0.0454545454545454
"5403","best","awarded",-0.0454545454545454
"5404","gold","awarded",-0.0454545454545454
"5405","guarantee","awarded",-0.0454545454545454
"5406","majesty","awarded",-0.0454545454545454
"5407","accessible","awarded",-0.0454545454545454
"5408","concise","awarded",-0.0454545454545454
"5409","facilitate","awarded",-0.0454545454545454
"5410","greatest","awarded",-0.0454545454545454
"5411","impaired","awarded",-0.0454545454545454
"5412","success","awarded",-0.0454545454545454
"5413","encourage","awarded",-0.0454545454545454
"5414","favor","awarded",-0.0454545454545454
"5415","damage","awarded",-0.0454545454545454
"5416","liable","awarded",-0.0454545454545454
"5417","supple","awarded",-0.0454545454545454
"5418","lead","awarded",-0.0454545454545454
"5419","fair","awarded",-0.0454545454545454
"5420","leading","awarded",-0.0454545454545454
"5421","encouraging","awarded",-0.0454545454545454
"5422","guidance","awarded",-0.0454545454545454
"5423","supporting","awarded",-0.0454545454545454
"5424","keen","awarded",-0.0454545454545454
"5425","vice","awarded",-0.0454545454545454
"5426","competitive","awarded",-0.0454545454545454
"5427","complaints","awarded",-0.0454545454545454
